task_type,task_number,task_name,example_type,example_number,input_height,input_width,output_height,output_width,input_filename,output_filename,input_grid,output_grid
training,378,ec883f72.json,train,4,12,12,12,12,img/tasks/ec883f72_train_input_4.png,img/tasks/ec883f72_train_output_4.png,|000000000000|000000000000|000000000000|000000000000|000000000000|555555000000|000005000000|444405000000|444405000000|444405000000|444405000000|444405000000|,|000000000040|000000000400|000000004000|000000040000|000000400000|555555000000|000005000000|444405000000|444405000000|444405000000|444405000000|444405000000|
training,378,ec883f72.json,test,1,12,12,12,12,img/tasks/ec883f72_test_input_1.png,img/tasks/ec883f72_test_output_1.png,|000030440300|000030440300|000030440300|000030000300|000033333300|000000000000|000000000000|000000000000|000000000000|000000000000|000000000000|000000000000|,|000030440300|000030440300|000030440300|000030000300|000033333300|000400000040|004000000004|040000000000|400000000000|000000000000|000000000000|000000000000|
training,379,ecdecbb3.json,train,1,13,13,13,13,img/tasks/ecdecbb3_train_input_1.png,img/tasks/ecdecbb3_train_output_1.png,|0000000000000|0000000000000|0020000000000|0000000000000|0000000000000|0000000000000|8888888888888|0000000000000|0000000000000|0000000000000|0000000020000|0000000000000|0000000000000|,|0000000000000|0000000000000|0020000000000|0020000000000|0020000000000|0888000888000|8828888828888|0888000888000|0000000020000|0000000020000|0000000020000|0000000000000|0000000000000|
training,379,ecdecbb3.json,train,2,13,18,13,18,img/tasks/ecdecbb3_train_input_2.png,img/tasks/ecdecbb3_train_output_2.png,|000800000000008000|000800000000008000|000800000000008000|000800000000008000|000800002000008000|000800000000008000|000800000000008000|000800000000008000|000800000000008000|000800000000008000|000800000000008000|000800000000008000|000800000000008000|,|000800000000008000|000800000000008000|000800000000008000|008880000000088800|008282222222282800|008880000000088800|000800000000008000|000800000000008000|000800000000008000|000800000000008000|000800000000008000|000800000000008000|000800000000008000|
training,379,ecdecbb3.json,train,3,17,12,17,12,img/tasks/ecdecbb3_train_input_3.png,img/tasks/ecdecbb3_train_output_3.png,|000000000000|000000000000|000000002000|000000000000|000000000000|000000000000|000000000000|888888888888|000000000000|000000000000|000020000000|000000000000|000000000000|888888888888|000000000000|000000000000|000000000000|,|000000000000|000000000000|000000002000|000000002000|000000002000|000000002000|000888088800|888828882888|000888088800|000020000000|000020000000|000020000000|000888000000|888828888888|000888000000|000000000000|000000000000|
training,379,ecdecbb3.json,test,1,17,19,17,19,img/tasks/ecdecbb3_test_input_1.png,img/tasks/ecdecbb3_test_output_1.png,|0000800000008000000|0000800000008002000|0200800000008000000|0000800000008000000|0000800000008000000|0000800000008000000|0000800000008000000|0000800000008000000|0000800020008000000|0000800000008000000|0000800000008000000|0000800000008000000|0000800000008000000|0000800000008000000|0000800000008000200|0000800000008000000|0000800000008000000|,|0000800000088800000|0008880000082822000|0228280000088800000|0008880000008000000|0000800000008000000|0000800000008000000|0000800000008000000|0008880000088800000|0008282222282800000|0008880000088800000|0000800000008000000|0000800000008000000|0000800000008000000|0000800000088800000|0000800000082822200|0000800000088800000|0000800000008000000|
training,380,ed36ccf7.json,train,1,3,3,3,3,img/tasks/ed36ccf7_train_input_1.png,img/tasks/ed36ccf7_train_output_1.png,|900|999|999|,|099|099|999|
training,380,ed36ccf7.json,train,2,3,3,3,3,img/tasks/ed36ccf7_train_input_2.png,img/tasks/ed36ccf7_train_output_2.png,|666|000|660|,|600|606|606|
training,380,ed36ccf7.json,train,3,3,3,3,3,img/tasks/ed36ccf7_train_input_3.png,img/tasks/ed36ccf7_train_output_3.png,|009|009|999|,|999|009|009|
training,380,ed36ccf7.json,train,4,3,3,3,3,img/tasks/ed36ccf7_train_input_4.png,img/tasks/ed36ccf7_train_output_4.png,|202|002|022|,|222|002|200|
training,380,ed36ccf7.json,test,1,3,3,3,3,img/tasks/ed36ccf7_test_input_1.png,img/tasks/ed36ccf7_test_output_1.png,|000|500|055|,|005|005|050|
training,381,ef135b50.json,train,1,10,10,10,10,img/tasks/ef135b50_train_input_1.png,img/tasks/ef135b50_train_output_1.png,|0000000000|0000000000|2220000000|2220000220|2220000220|0000000220|0002200220|0002200220|0002200000|0002200000|,|0000000000|0000000000|2220000000|2229999220|2229999220|0000000220|0002299220|0002299220|0002200000|0002200000|
training,381,ef135b50.json,train,2,10,10,10,10,img/tasks/ef135b50_train_input_2.png,img/tasks/ef135b50_train_output_2.png,|2200000000|2200000000|2200000222|2200000222|0000000222|0002200222|0002200000|0002200000|0002202222|0000002222|,|2200000000|2200000000|2299999222|2299999222|0000000222|0002299222|0002200000|0002200000|0002292222|0000002222|
training,381,ef135b50.json,train,3,10,10,10,10,img/tasks/ef135b50_train_input_3.png,img/tasks/ef135b50_train_output_3.png,|0000002222|2222002222|2222000000|2222022200|0000022200|0000022200|0000022202|2222022202|2222022202|2222000002|,|0000002222|2222992222|2222000000|2222922200|0000022200|0000022200|0000022292|2222922292|2222922292|2222000002|
training,381,ef135b50.json,test,1,10,10,10,10,img/tasks/ef135b50_test_input_1.png,img/tasks/ef135b50_test_output_1.png,|2220000000|2220002222|0000002222|0222002222|0222000000|0222022220|0222022220|0222000000|0000000000|0000000000|,|2220000000|2229992222|0000002222|0222992222|0222000000|0222922220|0222922220|0222000000|0000000000|0000000000|
training,382,f15e1fac.json,train,1,17,12,17,12,img/tasks/f15e1fac_train_input_1.png,img/tasks/f15e1fac_train_output_1.png,|080008080800|000000000000|000000000000|000000000000|200000000000|000000000000|000000000000|000000000000|000000000000|000000000000|200000000000|000000000000|000000000000|000000000000|000000000000|000000000000|000000000000|,|080008080800|080008080800|080008080800|080008080800|208000808080|008000808080|008000808080|008000808080|008000808080|008000808080|200800080808|000800080808|000800080808|000800080808|000800080808|000800080808|000800080808|
training,382,f15e1fac.json,train,2,14,10,14,10,img/tasks/f15e1fac_train_input_2.png,img/tasks/f15e1fac_train_output_2.png,|0080008000|0000000000|0000000000|0000000002|0000000000|0000000000|0000000000|0000000002|0000000000|0000000000|0000000000|0000000002|0000000000|0000000000|,|0080008000|0080008000|0080008000|0800080002|0800080000|0800080000|0800080000|8000800002|8000800000|8000800000|8000800000|0008000002|0008000000|0008000000|
training,382,f15e1fac.json,train,3,12,12,12,12,img/tasks/f15e1fac_train_input_3.png,img/tasks/f15e1fac_train_output_3.png,|000000000000|000000000000|800000000000|000000000000|000000000000|000000000000|800000000000|000000000000|000000000000|800000000000|000000000000|000020002000|,|000000008888|000088880000|888800000000|000000000000|000000008888|000088880000|888800000000|000000008888|000088880000|888800000000|000000000000|000020002000|
training,382,f15e1fac.json,test,1,12,17,12,17,img/tasks/f15e1fac_test_input_1.png,img/tasks/f15e1fac_test_output_1.png,|00000000000000000|00000000000000000|00000000000000008|00000000000000000|00000000000000000|00000000000000008|00000000000000000|00000000000000000|00000000000000008|00000000000000000|00000000000000008|00200020000200000|,|00088880000000000|00000008888800000|88800000000088888|00088880000000000|00000008888800000|88800000000088888|00088880000000000|88800008888800000|00088880000088888|00000008888800000|00000000000088888|00200020000200000|
training,383,f1cefba8.json,train,1,19,13,19,13,img/tasks/f1cefba8_train_input_1.png,img/tasks/f1cefba8_train_output_1.png,|0000000000000|0000000000000|0888888888880|0888888288880|0882222222880|0882222222880|0882222222280|0882222222880|0882222222880|0882222222880|0882222222880|0882222222880|0882222222880|0888288888880|0888888888880|0000000000000|0000000000000|0000000000000|0000000000000|,|0000200200000|0000200200000|0888888888880|0888888888880|0882822822880|0882822822880|2888888888882|0882822822880|0882822822880|0882822822880|0882822822880|0882822822880|0882822822880|0888888888880|0888888888880|0000200200000|0000200200000|0000200200000|0000200200000|
training,383,f1cefba8.json,train,2,15,17,15,17,img/tasks/f1cefba8_train_input_2.png,img/tasks/f1cefba8_train_output_2.png,|00000000000000000|00000000000000000|00000000000000000|00000000000000000|00111111111111000|00111141111111000|00114444444411000|00114444444441000|00114444444411000|00114444444411000|00111111411111000|00111111111111000|00000000000000000|00000000000000000|00000000000000000|,|00000040400000000|00000040400000000|00000040400000000|00000040400000000|00111111111111000|00111111111111000|00114414144411000|44111111111111444|00114414144411000|00114414144411000|00111111111111000|00111111111111000|00000040400000000|00000040400000000|00000040400000000|
training,383,f1cefba8.json,train,3,16,18,16,18,img/tasks/f1cefba8_train_input_3.png,img/tasks/f1cefba8_train_output_3.png,|000000000000000000|000000000000000000|000000000000000000|000022222222222200|000022222223222200|000022333333332200|000022333333332200|000022333333332200|000023333333332200|000022333333332200|000022333333332200|000022333333332200|000022333333332200|000022222222222200|000022222222222200|000000000000000000|,|000000000003000000|000000000003000000|000000000003000000|000022222222222200|000022222222222200|000022333332332200|000022333332332200|000022333332332200|333322222222222233|000022333332332200|000022333332332200|000022333332332200|000022333332332200|000022222222222200|000022222222222200|000000000003000000|
training,383,f1cefba8.json,test,1,19,18,19,18,img/tasks/f1cefba8_test_input_1.png,img/tasks/f1cefba8_test_output_1.png,|000000000000000000|000000000000000000|000000000000000000|011111111111111000|011111811181111000|011888888888811000|011888888888811000|011888888888811000|011888888888811000|018888888888811000|011888888888811000|011888888888811000|011888888888811000|011888888888811000|011111111111111000|011111111111111000|000000000000000000|000000000000000000|000000000000000000|,|000000800080000000|000000800080000000|000000800080000000|011111111111111000|011111111111111000|011888188818811000|011888188818811000|011888188818811000|011888188818811000|811111111111111888|011888188818811000|011888188818811000|011888188818811000|011888188818811000|011111111111111000|011111111111111000|000000800080000000|000000800080000000|000000800080000000|
training,384,f25fbde4.json,train,1,9,9,6,8,img/tasks/f25fbde4_train_input_1.png,img/tasks/f25fbde4_train_output_1.png,|000000000|000000000|004400000|044440000|004400000|000000000|000000000|000000000|000000000|,|00444400|00444400|44444444|44444444|00444400|00444400|
training,384,f25fbde4.json,train,2,9,9,6,6,img/tasks/f25fbde4_train_input_2.png,img/tasks/f25fbde4_train_output_2.png,|000000000|000040000|000440000|000004000|000000000|000000000|000000000|000000000|000000000|,|004400|004400|444400|444400|000044|000044|
training,384,f25fbde4.json,train,3,9,9,8,6,img/tasks/f25fbde4_train_input_3.png,img/tasks/f25fbde4_train_output_3.png,|000000000|000000000|000000000|000000000|004000000|044000000|004000000|004400000|000000000|,|004400|004400|444400|444400|004400|004400|004444|004444|
training,384,f25fbde4.json,test,1,9,9,6,10,img/tasks/f25fbde4_test_input_1.png,img/tasks/f25fbde4_test_output_1.png,|000000000|000040400|000404040|000040400|000000000|000000000|000000000|000000000|000000000|,|0044004400|0044004400|4400440044|4400440044|0044004400|0044004400|
training,385,f25ffba3.json,train,1,10,4,10,4,img/tasks/f25ffba3_train_input_1.png,img/tasks/f25ffba3_train_output_1.png,|0000|0000|0000|0000|0000|0009|0039|0039|2039|2439|,|2439|2039|0039|0039|0009|0009|0039|0039|2039|2439|
training,385,f25ffba3.json,train,2,10,4,10,4,img/tasks/f25ffba3_train_input_2.png,img/tasks/f25ffba3_train_output_2.png,|0000|0000|0000|0000|0000|0002|0002|0802|0382|3382|,|3382|0382|0802|0002|0002|0002|0002|0802|0382|3382|
training,385,f25ffba3.json,test,1,10,4,10,4,img/tasks/f25ffba3_test_input_1.png,img/tasks/f25ffba3_test_output_1.png,|0000|0000|0000|0000|0000|0100|7100|7130|7133|7144|,|7144|7133|7130|7100|0100|0100|7100|7130|7133|7144|
training,386,f2829549.json,train,1,4,7,4,3,img/tasks/f2829549_train_input_1.png,img/tasks/f2829549_train_output_1.png,|7701500|7001500|0001505|0001550|,|003|033|030|003|
training,386,f2829549.json,train,2,4,7,4,3,img/tasks/f2829549_train_input_2.png,img/tasks/f2829549_train_output_2.png,|7701500|0001000|7701500|0771550|,|003|333|003|000|
training,386,f2829549.json,train,3,4,7,4,3,img/tasks/f2829549_train_input_3.png,img/tasks/f2829549_train_output_3.png,|0771500|0071055|0701550|0071000|,|000|300|003|330|
training,386,f2829549.json,train,4,4,7,4,3,img/tasks/f2829549_train_input_4.png,img/tasks/f2829549_train_output_4.png,|7071550|7701555|0701000|0001505|,|000|000|303|030|
training,386,f2829549.json,train,5,4,7,4,3,img/tasks/f2829549_train_input_5.png,img/tasks/f2829549_train_output_5.png,|7001050|0071500|0001555|7771555|,|003|030|000|000|
training,386,f2829549.json,test,1,4,7,4,3,img/tasks/f2829549_test_input_1.png,img/tasks/f2829549_test_output_1.png,|0001050|7771550|0001500|7001555|,|303|000|033|000|
training,387,f35d900a.json,train,1,14,14,14,14,img/tasks/f35d900a_train_input_1.png,img/tasks/f35d900a_train_output_1.png,|00000000000000|00000000000000|02000030000000|00000000000000|00000000000000|00000000000000|00000000000000|00000000000000|03000020000000|00000000000000|00000000000000|00000000000000|00000000000000|00000000000000|,|00000000000000|33300222000000|32355232000000|33300222000000|05000050000000|00000000000000|05000050000000|22200333000000|23255323000000|22200333000000|00000000000000|00000000000000|00000000000000|00000000000000|
training,387,f35d900a.json,train,2,17,14,17,14,img/tasks/f35d900a_train_input_2.png,img/tasks/f35d900a_train_output_2.png,|00000000000000|00000000000000|00000000000000|00100000008000|00000000000000|00000000000000|00000000000000|00000000000000|00000000000000|00000000000000|00000000000000|00000000000000|00000000000000|00000000000000|00800000001000|00000000000000|00000000000000|,|00000000000000|00000000000000|08880000011100|08185050518100|08880000011100|00500000005000|00000000000000|00500000005000|00000000000000|00000000000000|00500000005000|00000000000000|00500000005000|01110000088800|01815050581800|01110000088800|00000000000000|
training,387,f35d900a.json,train,3,17,16,17,16,img/tasks/f35d900a_train_input_3.png,img/tasks/f35d900a_train_output_3.png,|0000000000000000|0000000000000000|0000000000000000|0020000000000400|0000000000000000|0000000000000000|0000000000000000|0000000000000000|0000000000000000|0000000000000000|0000000000000000|0000000000000000|0000000000000000|0040000000000200|0000000000000000|0000000000000000|0000000000000000|,|0000000000000000|0000000000000000|0444000000002220|0424505005052420|0444000000002220|0050000000000500|0000000000000000|0050000000000500|0000000000000000|0050000000000500|0000000000000000|0050000000000500|0222000000004440|0242505005054240|0222000000004440|0000000000000000|0000000000000000|
